observation,name,date,time
17,TFIT10040522,12/3/2018,08:10:41
18,TUVT06170419,12/3/2018,08:32:05
19,TFIT06110919,12/3/2018,09:28:02
20,TUVT10100321,12/3/2018,10:29:36
21,TUVT11170327,12/3/2018,08:30:09
22,TUVT20040435,12/3/2018,11:04:09
23,TUVT17230223,12/3/2018,10:38:05
24,TUVT06170419,12/3/2018,09:33:07
25,TUVT11070525,12/3/2018,12:15:01
1,TFIT16300632,13/3/2018,09:24:47
2,TUVT11170327,13/3/2018,11:32:48
3,TFIT08261125,13/3/2018,09:29:08
4,EMPTY,13/3/2018,08:02:59
5,TUVT20040435,13/3/2018,11:20:17
6,TFIT16280428,13/3/2018,09:09:55
7,TUVT17230223,13/3/2018,12:56:50
8,TUVT17230223,13/3/2018,09:54:37
9,TUVT20040435,13/3/2018,11:58:57
10,TUVT11170327,13/3/2018,09:51:09
11,TFIT15240720,13/3/2018,09:47:32
12,TFIT16240724,13/3/2018,12:12:08
13,TUVT11070525,13/3/2018,11:55:01
14,TFIT06211118,13/3/2018,11:22:07
15,TFIT10040522,13/3/2018,11:34:01
16,TFIT15260826,13/3/2018,12:07:35
17,TUVT06170419,13/3/2018,11:09:04
18,TUVT20250333,13/3/2018,09:37:20
19,TUVT10100321,13/3/2018,09:37:00
20,TFIT06110919,13/3/2018,11:32:04
21,TUVT17230223,13/3/2018,12:07:46
22,TUVT20040435,13/3/2018,08:32:15
23,TUVT10100321,13/3/2018,10:55:57
24,TUVT20250333,13/3/2018,10:34:31
25,TUVT11070525,13/3/2018,08:49:29
1,TFIT16280428,14/3/2018,11:25:42
2,TUVT20040435,14/3/2018,08:43:49
3,TFIT08261125,14/3/2018,10:17:06
4,TUVT17230223,14/3/2018,10:13:10
5,TUVT11170327,14/3/2018,10:24:56
6,TFIT16300632,14/3/2018,12:05:23
7,TFIT08261125,14/3/2018,10:18:15
8,TUVT17230223,14/3/2018,09:47:50
9,TUVT17230223,14/3/2018,10:10:19
10,TUVT17230223,14/3/2018,12:36:47
11,TUVT06170419,14/3/2018,11:31:53
12,TUVT20250333,14/3/2018,12:17:26
13,TUVT10100321,14/3/2018,11:12:12
14,TFIT16180930,14/3/2018,10:01:04
15,TFIT15260826,14/3/2018,08:44:43
16,TFIT16240724,14/3/2018,11:16:52
17,TFIT10040522,14/3/2018,09:05:21
18,TFIT06211118,14/3/2018,09:13:01
19,TFIT15240720,14/3/2018,08:34:15
20,TFIT06110919,14/3/2018,10:51:36
21,TUVT11070525,14/3/2018,12:39:39
22,TUVT10100321,14/3/2018,11:50:10
23,TUVT06170419,14/3/2018,10:33:53
24,TUVT17230223,14/3/2018,11:17:50
25,TUVT20250333,14/3/2018,11:54:41
1,TFIT08261125,15/3/2018,09:29:13
2,TUVT17230223,15/3/2018,09:17:11
3,TFIT16280428,15/3/2018,08:19:57
4,TUVT20040435,15/3/2018,11:49:25
5,TUVT11170327,15/3/2018,11:44:00
6,TFIT16300632,15/3/2018,09:58:54
7,TUVT11170327,15/3/2018,12:07:39
8,EMPTY,15/3/2018,08:00:07
9,TFIT08261125,15/3/2018,10:19:06
10,EMPTY,15/3/2018,08:01:11
11,TUVT20250333,15/3/2018,09:27:01
12,TFIT06211118,15/3/2018,11:58:02
13,TUVT06170419,15/3/2018,12:32:01
14,TFIT11241018,15/3/2018,09:31:25
15,TFIT15240720,15/3/2018,09:14:15
16,TFIT10040522,15/3/2018,12:33:59
17,TFIT15260826,15/3/2018,12:14:58
18,TFIT16180930,15/3/2018,12:34:22
19,TFIT16240724,15/3/2018,08:43:52
20,TUVT10100321,15/3/2018,10:14:26
21,TUVT20040435,15/3/2018,11:02:07
22,TUVT17230223,15/3/2018,08:18:33
23,TUVT11070525,15/3/2018,10:08:12
24,TUVT20250333,15/3/2018,09:12:49
25,TUVT06170419,15/3/2018,12:48:26
1,TFIT16280428,16/3/2018,08:15:14
2,TFIT08261125,16/3/2018,12:17:55
3,TUVT17230223,16/3/2018,08:27:53
4,TFIT16300632,16/3/2018,09:02:47
5,TUVT20040435,16/3/2018,12:56:02
6,TUVT11170327,16/3/2018,08:24:41
7,TUVT17230223,16/3/2018,08:24:32
8,TFIT16300632,16/3/2018,12:48:55
9,TUVT17230223,16/3/2018,11:51:32
10,TUVT11170327,16/3/2018,10:33:16
11,TFIT10040522,16/3/2018,10:29:12
12,TFIT15240720,16/3/2018,12:18:09
13,TUVT11070525,16/3/2018,11:53:04
14,TFIT15260826,16/3/2018,10:52:58
15,TFIT06211118,16/3/2018,10:08:12
16,TUVT20250333,16/3/2018,09:27:48
17,TFIT16180930,16/3/2018,08:19:22
18,TFIT06110919,16/3/2018,09:47:13
19,TUVT06170419,16/3/2018,10:35:10
20,TUVT10100321,16/3/2018,12:15:57
21,TUVT10100321,16/3/2018,11:10:43
22,TUVT11070525,16/3/2018,10:03:12
23,TUVT20040435,16/3/2018,12:09:38
24,TUVT20250333,16/3/2018,11:26:24
25,TUVT17230223,16/3/2018,11:09:44
1,TUVT11170327,20/3/2018,12:47:00
2,TFIT08261125,20/3/2018,09:40:54
3,TUVT17230223,20/3/2018,10:03:00
4,TFIT16280428,20/3/2018,10:46:39
5,TFIT16300632,20/3/2018,10:58:31
6,TUVT20040435,20/3/2018,08:33:28
7,TUVT17230223,20/3/2018,09:49:37
8,TFIT16300632,20/3/2018,08:53:16
9,TUVT11170327,20/3/2018,12:25:05
10,EMPTY,20/3/2018,08:00:53
11,TFIT16180930,20/3/2018,11:30:50
12,TFIT10040522,20/3/2018,12:51:27
13,TUVT10100321,20/3/2018,09:14:38
14,TFIT16240724,20/3/2018,12:11:52
15,TUVT11070525,20/3/2018,10:27:14
16,TFIT15240720,20/3/2018,12:12:38
17,TFIT15260826,20/3/2018,11:34:52
18,TFIT06211118,20/3/2018,10:48:55
19,TUVT06170419,20/3/2018,10:27:14
20,TFIT06110919,20/3/2018,08:04:09
21,TUVT20250333,20/3/2018,09:47:44
22,TUVT17230223,20/3/2018,12:13:50
23,TUVT06170419,20/3/2018,11:39:29
24,TUVT20040435,20/3/2018,09:11:54
25,TUVT11070525,20/3/2018,12:25:13
1,TFIT16300632,21/3/2018,09:53:08
2,TFIT08261125,21/3/2018,12:35:52
3,TUVT17230223,21/3/2018,12:38:20
4,TUVT20040435,21/3/2018,10:43:35
5,TUVT11170327,21/3/2018,09:00:15
6,TFIT16280428,21/3/2018,08:16:57
7,TFIT16300632,21/3/2018,12:40:35
8,TUVT17230223,21/3/2018,08:34:22
9,TUVT17230223,21/3/2018,11:49:04
10,TFIT16300632,21/3/2018,09:55:03
11,TFIT10040522,21/3/2018,11:43:26
12,TFIT06211118,21/3/2018,11:20:28
13,TFIT06110919,21/3/2018,11:23:01
14,TFIT15260826,21/3/2018,09:58:52
15,TFIT16240724,21/3/2018,10:45:13
16,TUVT10100321,21/3/2018,08:37:10
17,TUVT11070525,21/3/2018,12:43:17
18,TUVT06170419,21/3/2018,09:14:04
19,TFIT15240720,21/3/2018,08:51:54
20,TUVT20250333,21/3/2018,08:06:41
21,TUVT17230223,21/3/2018,10:36:53
22,TUVT20250333,21/3/2018,09:43:52
23,TUVT11070525,21/3/2018,08:35:12
24,TUVT10100321,21/3/2018,09:36:24
25,TUVT06170419,21/3/2018,09:05:19
1,TFIT08261125,22/3/2018,08:13:04
2,TFIT16300632,22/3/2018,12:58:04
3,TFIT16280428,22/3/2018,12:09:59
4,TUVT17230223,22/3/2018,10:13:16
5,TUVT11170327,22/3/2018,12:18:08
6,TUVT20040435,22/3/2018,08:35:31
7,TUVT20040435,22/3/2018,10:45:06
8,TUVT17230223,22/3/2018,09:37:40
9,TUVT11170327,22/3/2018,09:23:53
10,TUVT11170327,22/3/2018,09:43:59
11,TUVT20250333,22/3/2018,11:11:45
12,TUVT10100321,22/3/2018,11:10:29
13,TFIT15260826,22/3/2018,10:30:07
14,TFIT06110919,22/3/2018,09:10:36
15,TFIT16180930,22/3/2018,08:18:41
16,TFIT15240720,22/3/2018,10:31:04
17,TFIT16240724,22/3/2018,12:46:35
18,TFIT06211118,22/3/2018,11:22:04
19,TFIT10040522,22/3/2018,11:18:17
20,TUVT06170419,22/3/2018,09:33:02
21,TUVT10100321,22/3/2018,08:27:36
22,TUVT06170419,22/3/2018,08:43:08
23,TUVT11170327,22/3/2018,09:41:25
24,TUVT11070525,22/3/2018,09:37:21
25,TUVT20040435,22/3/2018,12:41:50
1,TFIT08261125,23/3/2018,08:55:20
2,TFIT16280428,23/3/2018,10:48:38
3,TUVT11170327,23/3/2018,08:25:33
4,TFIT16300632,23/3/2018,09:16:16
5,TUVT17230223,23/3/2018,10:54:46
6,TUVT20040435,23/3/2018,08:56:34
7,TUVT20040435,23/3/2018,10:43:31
8,TUVT20040435,23/3/2018,12:26:38
9,TFIT16280428,23/3/2018,09:05:35
10,TUVT20040435,23/3/2018,10:56:19
11,TFIT06110919,23/3/2018,12:17:52
12,TFIT06211118,23/3/2018,08:08:22
13,TFIT16180930,23/3/2018,11:05:59
14,TFIT16240724,23/3/2018,10:56:21
15,TFIT15240720,23/3/2018,12:42:45
16,TUVT20250333,23/3/2018,08:07:45
17,TUVT10100321,23/3/2018,10:39:08
18,TUVT06170419,23/3/2018,10:49:40
19,TFIT15260826,23/3/2018,08:22:09
20,TFIT10040522,23/3/2018,08:53:48
21,TUVT11070525,23/3/2018,12:19:10
22,TUVT11170327,23/3/2018,11:28:19
23,TUVT06170419,23/3/2018,09:22:39
24,TUVT17230223,23/3/2018,12:22:16
25,TUVT10100321,23/3/2018,08:38:00
1,TUVT11170327,26/3/2018,12:46:40
2,TUVT20040435,26/3/2018,11:40:52
3,TUVT17230223,26/3/2018,08:32:45
4,TFIT16280428,26/3/2018,09:30:11
5,TFIT16300632,26/3/2018,11:57:14
6,TFIT08261125,26/3/2018,10:18:03
7,TFIT08261125,26/3/2018,12:52:00
8,TUVT20040435,26/3/2018,09:27:12
9,TFIT16280428,26/3/2018,08:15:52
10,TUVT20040435,26/3/2018,10:59:48
11,TFIT15260826,26/3/2018,10:54:43
12,TFIT06110919,26/3/2018,10:28:02
13,TFIT06211118,26/3/2018,10:16:26
14,TFIT10040522,26/3/2018,11:47:20
15,TFIT16240724,26/3/2018,11:12:49
16,TUVT10100321,26/3/2018,11:18:57
17,TFIT15240720,26/3/2018,10:05:23
18,TUVT20250333,26/3/2018,11:14:19
19,TUVT06170419,26/3/2018,08:12:04
20,TUVT11070525,26/3/2018,11:27:19
21,TUVT17230223,26/3/2018,10:23:30
22,TUVT11070525,26/3/2018,08:51:06
23,TUVT20040435,26/3/2018,10:17:41
24,TUVT20250333,26/3/2018,12:16:34
25,TUVT10100321,26/3/2018,08:31:05
1,TUVT17230223,27/3/2018,11:06:56
2,TUVT11170327,27/3/2018,12:29:06
3,TUVT20040435,27/3/2018,11:50:03
4,TFIT16300632,27/3/2018,12:30:10
5,TFIT08261125,27/3/2018,11:16:09
6,TFIT16280428,27/3/2018,08:08:38
7,TFIT08261125,27/3/2018,08:51:48
8,TUVT20040435,27/3/2018,09:18:04
9,TFIT08261125,27/3/2018,08:18:01
10,TFIT16300632,27/3/2018,10:31:27
11,TUVT20250333,27/3/2018,08:15:10
12,TFIT15260826,27/3/2018,08:20:39
13,TUVT10100321,27/3/2018,08:56:31
14,TFIT11241018,27/3/2018,08:05:17
15,TFIT16240724,27/3/2018,10:27:38
16,TFIT06211118,27/3/2018,08:49:09
17,TFIT10040522,27/3/2018,08:02:43
18,TFIT06110919,27/3/2018,08:35:46
19,TUVT11070525,27/3/2018,11:19:46
20,TUVT06170419,27/3/2018,08:00:05
21,TUVT10100321,27/3/2018,12:28:02
22,TUVT06170419,27/3/2018,10:59:23
23,TUVT20250333,27/3/2018,09:58:56
24,TUVT20040435,27/3/2018,12:59:31
25,TUVT17230223,27/3/2018,09:24:26
1,TUVT11170327,28/3/2018,12:08:47
2,TUVT17230223,28/3/2018,10:15:08
3,TUVT20040435,28/3/2018,12:32:52
4,TFIT16280428,28/3/2018,12:50:28
5,TFIT16300632,28/3/2018,09:17:37
6,TFIT08261125,28/3/2018,08:29:29
7,TUVT17230223,28/3/2018,11:39:13
8,TUVT11170327,28/3/2018,10:22:08
9,TFIT08261125,28/3/2018,08:37:45
10,TFIT16300632,28/3/2018,10:35:12
11,TFIT06211118,28/3/2018,11:26:40
12,TUVT11070525,28/3/2018,10:56:29
13,TFIT16240724,28/3/2018,12:49:56
14,TUVT20250333,28/3/2018,08:29:22
15,TFIT10040522,28/3/2018,08:06:10
16,TUVT10100321,28/3/2018,09:48:05
17,TFIT15260826,28/3/2018,08:28:22
18,TUVT06170419,28/3/2018,12:44:22
19,TFIT06110919,28/3/2018,11:42:52
20,TFIT15240720,28/3/2018,11:07:43
21,TUVT11170327,28/3/2018,12:33:06
22,TUVT06170419,28/3/2018,09:33:13
23,TUVT20040435,28/3/2018,11:07:51
24,TUVT20250333,28/3/2018,11:12:08
25,TUVT10100321,28/3/2018,08:42:31
1,TFIT08261125,2/4/2018,10:34:16
2,TUVT17230223,2/4/2018,11:33:59
3,TUVT20040435,2/4/2018,12:16:27
4,TUVT17230223,2/4/2018,08:05:55
5,TFIT16280428,2/4/2018,10:37:57
6,TFIT16300632,2/4/2018,12:42:59
7,TUVT11170327,2/4/2018,08:58:15
8,TFIT08261125,2/4/2018,10:16:46
9,TUVT11170327,2/4/2018,11:15:10
10,TUVT17230223,2/4/2018,08:53:35
11,TUVT10100321,2/4/2018,08:26:21
12,TUVT20250333,2/4/2018,11:54:56
13,TFIT10040522,2/4/2018,12:30:12
14,TFIT06211118,2/4/2018,12:48:50
15,TFIT16180930,2/4/2018,10:37:41
16,TUVT06170419,2/4/2018,08:17:26
17,TFIT15260826,2/4/2018,10:56:07
18,TFIT15240720,2/4/2018,12:05:57
19,TFIT16240724,2/4/2018,12:21:01
20,TFIT06110919,2/4/2018,09:12:12
21,TUVT17230223,2/4/2018,11:38:55
22,TUVT20250333,2/4/2018,08:18:09
23,TUVT11170327,2/4/2018,12:28:15
24,TUVT06170419,2/4/2018,09:10:37
25,TUVT20040435,2/4/2018,10:04:29
1,TFIT16300632,3/4/2018,10:56:29
2,TUVT17230223,3/4/2018,08:34:47
3,TUVT11170327,3/4/2018,09:31:03
4,TFIT16280428,3/4/2018,08:45:08
5,TFIT08261125,3/4/2018,08:29:59
6,TUVT20040435,3/4/2018,09:30:21
7,TFIT16300632,3/4/2018,08:54:22
8,TFIT16280428,3/4/2018,10:16:13
9,TFIT08261125,3/4/2018,09:43:05
10,TUVT20040435,3/4/2018,08:56:10
11,TFIT16180930,3/4/2018,10:10:49
12,TFIT16240724,3/4/2018,10:32:56
13,TFIT10040522,3/4/2018,11:37:10
14,TFIT06110919,3/4/2018,09:37:29
15,TFIT06211118,3/4/2018,09:32:28
16,TUVT06170419,3/4/2018,10:56:24
17,TUVT10100321,3/4/2018,09:26:10
18,TFIT15260826,3/4/2018,12:20:06
19,TUVT11070525,3/4/2018,11:09:00
20,TFIT15240720,3/4/2018,11:56:25
21,TUVT17230223,3/4/2018,08:13:10
22,TUVT11170327,3/4/2018,11:31:47
23,TUVT10100321,3/4/2018,11:43:15
24,TUVT06170419,3/4/2018,11:18:09
25,TUVT11070525,3/4/2018,12:51:39
1,TUVT17230223,4/4/2018,09:05:28
2,TUVT20040435,4/4/2018,08:40:42
3,TFIT16300632,4/4/2018,09:41:14
4,TFIT08261125,4/4/2018,11:26:42
5,TFIT16280428,4/4/2018,08:46:11
6,TUVT11170327,4/4/2018,11:18:03
7,TUVT20040435,4/4/2018,10:49:25
8,TFIT16300632,4/4/2018,08:23:35
9,TUVT17230223,4/4/2018,08:18:55
10,TFIT08261125,4/4/2018,08:58:13
11,TFIT16180930,4/4/2018,11:06:25
12,TFIT16240724,4/4/2018,10:07:43
13,TFIT06110919,4/4/2018,12:15:37
14,TUVT10100321,4/4/2018,11:43:58
15,TUVT11070525,4/4/2018,12:02:20
16,TFIT10040522,4/4/2018,11:37:19
17,TFIT15240720,4/4/2018,09:03:43
18,TFIT15260826,4/4/2018,12:33:09
19,TUVT06170419,4/4/2018,10:30:01
20,TFIT06211118,4/4/2018,08:26:29
21,TUVT17230223,4/4/2018,12:55:27
22,TUVT20250333,4/4/2018,09:51:32
23,TUVT10100321,4/4/2018,10:22:35
24,TUVT11070525,4/4/2018,08:47:43
25,TUVT11170327,4/4/2018,11:32:10
1,TUVT20040435,5/4/2018,10:48:42
2,TUVT11170327,5/4/2018,09:38:41
3,TFIT08261125,5/4/2018,08:50:53
4,TFIT16280428,5/4/2018,12:06:27
5,TUVT17230223,5/4/2018,09:33:16
6,TFIT16300632,5/4/2018,10:34:58
7,TUVT20040435,5/4/2018,11:20:40
8,TFIT16280428,5/4/2018,08:44:33
9,TFIT16280428,5/4/2018,09:52:05
10,TFIT16280428,5/4/2018,11:07:05
11,TUVT11070525,5/4/2018,10:32:12
12,TFIT16180930,5/4/2018,12:15:41
13,TUVT06170419,5/4/2018,09:13:30
14,TFIT16240724,5/4/2018,11:45:02
15,TFIT11241018,5/4/2018,09:38:26
16,TFIT10040522,5/4/2018,11:05:30
17,TFIT06211118,5/4/2018,10:57:13
18,TFIT15240720,5/4/2018,11:33:17
19,TUVT20250333,5/4/2018,11:22:14
20,TFIT06110919,5/4/2018,09:05:48
21,TUVT11070525,5/4/2018,12:42:05
22,TUVT17230223,5/4/2018,09:38:37
23,TUVT20040435,5/4/2018,08:28:11
24,TUVT06170419,5/4/2018,09:00:30
25,TUVT20250333,5/4/2018,11:36:46
1,TUVT17230223,6/4/2018,12:57:08
2,TFIT08261125,6/4/2018,08:44:44
3,TUVT11170327,6/4/2018,11:56:56
4,TFIT16300632,6/4/2018,09:29:40
5,TUVT20040435,6/4/2018,11:16:48
6,TFIT16280428,6/4/2018,11:29:02
7,TFIT16300632,6/4/2018,10:11:34
8,TUVT17230223,6/4/2018,08:50:54
9,TUVT11170327,6/4/2018,10:13:30
10,TUVT11170327,6/4/2018,08:42:23
11,TFIT10040522,6/4/2018,11:17:39
12,TUVT11070525,6/4/2018,09:01:18
13,TUVT06170419,6/4/2018,10:52:02
14,TFIT16240724,6/4/2018,10:23:58
15,TFIT06211118,6/4/2018,11:12:10
16,TFIT15260826,6/4/2018,11:06:14
17,TFIT15240720,6/4/2018,12:18:32
18,TUVT20250333,6/4/2018,10:29:47
19,TFIT06110919,6/4/2018,12:01:04
20,TUVT10100321,6/4/2018,09:11:50
21,TUVT06170419,6/4/2018,08:31:51
22,TUVT11170327,6/4/2018,11:25:23
23,TUVT11070525,6/4/2018,12:48:14
24,TUVT20040435,6/4/2018,10:02:50
25,TUVT17230223,6/4/2018,11:39:09
1,TUVT11170327,9/4/2018,08:56:24
2,TFIT08261125,9/4/2018,08:09:29
3,TUVT17230223,9/4/2018,09:46:21
4,EMPTY,9/4/2018,08:03:14
5,TFIT16280428,9/4/2018,10:35:07
6,TUVT20040435,9/4/2018,08:56:46
7,TFIT16300632,9/4/2018,09:58:21
8,TUVT11170327,9/4/2018,09:04:14
9,TFIT08261125,9/4/2018,10:26:50
10,TUVT17230223,9/4/2018,12:03:57
11,TFIT10040522,9/4/2018,09:53:47
12,TFIT06110919,9/4/2018,10:27:24
13,TUVT11070525,9/4/2018,10:28:49
14,TUVT20250333,9/4/2018,10:42:44
15,TUVT10100321,9/4/2018,10:12:41
16,TFIT16240724,9/4/2018,08:41:14
17,TFIT11241018,9/4/2018,12:38:43
18,TFIT15260826,9/4/2018,09:05:01
19,TFIT15240720,9/4/2018,12:06:13
20,TFIT06211118,9/4/2018,10:09:40
21,TUVT20250333,9/4/2018,10:19:33
22,TUVT20040435,9/4/2018,08:59:32
23,TUVT11170327,9/4/2018,08:26:37
24,TUVT06170419,9/4/2018,12:17:42
25,TUVT17230223,9/4/2018,08:04:23
1,TUVT11170327,10/4/2018,11:31:49
2,TFIT16300632,10/4/2018,11:18:07
3,TUVT20040435,10/4/2018,12:31:45
4,TFIT08261125,10/4/2018,10:01:34
5,TUVT17230223,10/4/2018,09:03:56
6,TFIT16280428,10/4/2018,08:56:06
7,TUVT11170327,10/4/2018,12:31:00
8,TUVT17230223,10/4/2018,08:58:44
9,TUVT20040435,10/4/2018,09:58:11
10,TFIT08261125,10/4/2018,11:29:32
11,TFIT16180930,10/4/2018,08:24:42
12,TFIT06211118,10/4/2018,09:45:52
13,TFIT11241018,10/4/2018,10:48:24
14,TFIT15240720,10/4/2018,11:45:48
15,TFIT15260826,10/4/2018,10:44:23
16,TFIT06110919,10/4/2018,11:31:00
17,TFIT10040522,10/4/2018,12:50:35
18,TUVT20250333,10/4/2018,10:33:43
19,TUVT11070525,10/4/2018,09:45:45
20,TUVT10100321,10/4/2018,12:03:04
21,TUVT17230223,10/4/2018,12:15:16
22,TUVT11070525,10/4/2018,09:09:35
23,TUVT11170327,10/4/2018,12:32:51
24,TUVT06170419,10/4/2018,11:28:48
25,TUVT10100321,10/4/2018,12:13:38
1,TFIT08261125,11/4/2018,12:21:47
2,TUVT20040435,11/4/2018,12:49:06
3,TFIT16280428,11/4/2018,12:58:38
4,TUVT11170327,11/4/2018,08:33:11
5,TUVT17230223,11/4/2018,08:45:40
6,TFIT16300632,11/4/2018,08:36:27
7,TFIT08261125,11/4/2018,10:16:59
8,TFIT08261125,11/4/2018,11:36:18
9,TFIT08261125,11/4/2018,11:46:14
10,TFIT16300632,11/4/2018,11:39:23
11,TFIT15240720,11/4/2018,12:58:44
12,TFIT16240724,11/4/2018,12:51:53
13,TFIT16180930,11/4/2018,09:25:02
14,TUVT06170419,11/4/2018,10:26:56
15,TFIT06211118,11/4/2018,11:23:41
16,TFIT06110919,11/4/2018,10:12:59
17,TFIT15260826,11/4/2018,11:09:57
18,TFIT10040522,11/4/2018,12:02:47
19,TUVT20250333,11/4/2018,08:52:21
20,TUVT10100321,11/4/2018,08:11:35
21,TUVT20040435,11/4/2018,10:21:41
22,TUVT11070525,11/4/2018,08:03:01
23,TUVT17230223,11/4/2018,11:03:18
24,TUVT10100321,11/4/2018,11:40:42
25,TUVT11170327,11/4/2018,10:43:01
1,TUVT20040435,12/4/2018,08:39:58
2,TFIT16300632,12/4/2018,10:16:15
3,TFIT16280428,12/4/2018,08:46:20
4,TFIT08261125,12/4/2018,11:24:25
5,TUVT11170327,12/4/2018,10:55:55
6,TUVT17230223,12/4/2018,08:56:45
7,TUVT17230223,12/4/2018,08:16:26
8,TFIT16300632,12/4/2018,08:41:00
9,TUVT20040435,12/4/2018,11:12:11
10,TUVT17230223,12/4/2018,12:55:25
11,TFIT15260826,12/4/2018,10:59:09
12,TFIT06110919,12/4/2018,09:39:40
13,TFIT16180930,12/4/2018,09:20:45
14,TFIT10040522,12/4/2018,11:00:48
15,TUVT20250333,12/4/2018,12:49:58
16,TFIT06211118,12/4/2018,12:04:21
17,TUVT06170419,12/4/2018,09:49:48
18,TUVT10100321,12/4/2018,12:19:19
19,TUVT11070525,12/4/2018,11:41:07
20,TFIT15240720,12/4/2018,11:23:06
21,TUVT10100321,12/4/2018,11:52:15
22,TUVT20040435,12/4/2018,09:46:02
23,TUVT17230223,12/4/2018,10:20:16
24,TUVT06170419,12/4/2018,10:38:20
25,TUVT20250333,12/4/2018,08:37:51
1,TFIT16300632,13/4/2018,08:59:07
2,TFIT16280428,13/4/2018,12:14:07
3,TUVT20040435,13/4/2018,11:03:42
4,TFIT08261125,13/4/2018,10:59:37
5,TUVT11170327,13/4/2018,10:40:23
6,TUVT17230223,13/4/2018,10:18:06
7,TUVT20040435,13/4/2018,11:05:25
8,TFIT08261125,13/4/2018,11:11:10
9,TFIT08261125,13/4/2018,10:09:22
10,TFIT08261125,13/4/2018,10:42:46
11,TUVT11070525,13/4/2018,10:48:37
12,TFIT10040522,13/4/2018,08:33:39
13,TFIT15260826,13/4/2018,12:18:08
14,TUVT20250333,13/4/2018,09:50:59
15,TFIT15240720,13/4/2018,12:51:16
16,TFIT16240724,13/4/2018,09:34:14
17,TUVT10100321,13/4/2018,09:17:13
18,TFIT06110919,13/4/2018,12:25:06
19,TFIT06211118,13/4/2018,10:11:07
20,TUVT06170419,13/4/2018,12:55:06
21,TUVT11170327,13/4/2018,08:21:39
22,TUVT06170419,13/4/2018,11:34:52
23,TUVT11070525,13/4/2018,10:46:14
24,TUVT20040435,13/4/2018,09:27:36
25,TUVT10100321,13/4/2018,12:57:44
1,TUVT17230223,16/4/2018,09:19:58
2,TUVT20040435,16/4/2018,10:29:26
3,TFIT16280428,16/4/2018,09:40:06
4,TUVT11170327,16/4/2018,08:11:15
5,TFIT16300632,16/4/2018,09:55:59
6,TFIT08261125,16/4/2018,08:06:59
7,TUVT11170327,16/4/2018,10:25:16
8,TUVT20040435,16/4/2018,10:25:58
9,TFIT08261125,16/4/2018,11:58:05
10,TUVT17230223,16/4/2018,08:11:41
11,TUVT20250333,16/4/2018,12:47:13
12,TFIT10040522,16/4/2018,11:39:13
13,TFIT15260826,16/4/2018,09:42:27
14,TFIT16240724,16/4/2018,10:14:08
15,TFIT06211118,16/4/2018,08:17:27
16,TFIT16180930,16/4/2018,09:57:31
17,TUVT10100321,16/4/2018,08:12:45
18,TUVT06170419,16/4/2018,09:04:42
19,TFIT15240720,16/4/2018,09:20:01
20,TFIT06110919,16/4/2018,10:04:51
21,TUVT11170327,16/4/2018,12:22:46
22,TUVT20250333,16/4/2018,11:19:56
23,TUVT17230223,16/4/2018,09:05:37
24,TUVT10100321,16/4/2018,12:21:15
25,TUVT11070525,16/4/2018,09:27:03
1,TUVT17230223,17/4/2018,09:13:04
2,TUVT11170327,17/4/2018,11:21:19
3,TUVT20040435,17/4/2018,08:41:00
4,TFIT08261125,17/4/2018,11:53:05
5,TFIT16280428,17/4/2018,09:26:12
6,TFIT16300632,17/4/2018,11:00:53
7,TFIT08261125,17/4/2018,09:08:11
8,TUVT11170327,17/4/2018,08:36:09
9,TFIT16280428,17/4/2018,09:11:56
10,TUVT20040435,17/4/2018,12:41:27
11,TUVT11070525,17/4/2018,12:03:03
12,TFIT10040522,17/4/2018,10:53:36
13,TFIT06110919,17/4/2018,08:17:19
14,TUVT20250333,17/4/2018,11:04:51
15,TFIT16180930,17/4/2018,11:15:00
16,TFIT15260826,17/4/2018,12:10:11
17,TUVT10100321,17/4/2018,11:00:51
18,TUVT06170419,17/4/2018,11:21:43
19,TFIT15240720,17/4/2018,10:23:39
20,TFIT06211118,17/4/2018,08:47:51
21,TUVT20250333,17/4/2018,11:24:40
22,TUVT10100321,17/4/2018,10:18:13
23,TUVT11170327,17/4/2018,09:23:44
24,TUVT17230223,17/4/2018,12:10:13
25,TUVT06170419,17/4/2018,12:08:10
1,TFIT16280428,18/4/2018,08:20:05
2,TFIT08261125,18/4/2018,10:27:49
3,TFIT16300632,18/4/2018,10:10:33
4,TUVT11170327,18/4/2018,11:45:45
5,TUVT20040435,18/4/2018,09:26:31
6,TUVT17230223,18/4/2018,12:52:57
7,TFIT08261125,18/4/2018,10:41:51
8,TFIT08261125,18/4/2018,09:26:06
9,TUVT11170327,18/4/2018,09:29:38
10,TUVT20040435,18/4/2018,10:26:27
11,TFIT06211118,18/4/2018,10:32:30
12,TFIT06110919,18/4/2018,12:29:18
13,TFIT15260826,18/4/2018,09:04:26
14,TUVT11070525,18/4/2018,11:52:36
15,TUVT10100321,18/4/2018,10:01:48
16,TFIT10040522,18/4/2018,10:40:59
17,TFIT16180930,18/4/2018,09:34:25
18,TFIT16240724,18/4/2018,11:31:44
19,TUVT06170419,18/4/2018,08:02:21
20,TFIT15240720,18/4/2018,08:37:04
21,TUVT20040435,18/4/2018,12:15:23
22,TUVT11070525,18/4/2018,12:16:48
23,TUVT11170327,18/4/2018,12:13:15
24,TUVT06170419,18/4/2018,08:56:22
